Tag,Normalized,Count,Status,Variants
"nature therapy","nature therapy",1,"other",""
"guided experience","guided experience",1,"other",""
"food and drinks","food and drinks",1,"other",""
"tennis","tennis",1,"other",""
"co-ed","co ed",1,"other",""
"pickup-matches","pickup matches",1,"other",""
"homecoming","homecoming",1,"other",""
"doubleheader","doubleheader",1,"other",""
"men's and women's basketball","men's and women's basketball",1,"other",""
"spirits specials","spirits specials",1,"other",""
"twelve-step","twelve step",1,"other",""
"bring-instrument","bring instrument",1,"other",""
"traditional-string-band","traditional string band",1,"other",""
"12-minute slots","12 minute slots",1,"other",""
"local production","local production",1,"other",""
"lyric-driven","lyric driven",1,"other",""
"touring-headliner","touring headliner",1,"other",""
"comedy pageant","comedy pageant",1,"other",""
"audience-vote","audience vote",1,"other",""
"pulp lounge","pulp lounge",1,"other",""
"indie-soul","indie soul",1,"other",""
"dance music","dance music",1,"other",""
"five-piece","five piece",1,"other",""
"pandemic-formed","pandemic formed",1,"other",""
"men's chorus","men's chorus",1,"other",""
"mid-size club","mid size club",1,"other",""
"all-femme-lineup","all femme lineup",1,"other",""
"regional-comics","regional comics",1,"other",""
"ages-18-plus","ages 18 plus",1,"other",""
"jazz trio","jazz trio",1,"other",""
"late-night set","late night set",1,"other",""
"performance","performance",1,"other",""
"signup at 6pm","signup at 6pm",1,"other",""
"developers","developers",1,"other",""
"ages 0-18 months","ages 0 18 months",1,"other",""
"farce","farce",1,"other",""
"cuddle event","cuddle event",1,"other",""
"sensual","sensual",1,"other",""
"indoor vendors","indoor vendors",1,"other",""
"novelty-songs","novelty songs",1,"other",""
"writing group","writing group",1,"other",""
"focused sprints","focused sprints",1,"other",""
"women-focused","women focused",1,"other",""
"museum reception","museum reception",1,"other",""
"build-your-own bouquet","build your own bouquet",1,"other",""
"waffle bar","waffle bar",1,"other",""
"book club meeting","book club meeting",1,"other",""
"community reading","community reading",1,"other",""
"vintage finds","vintage finds",1,"other",""
"honky-tonk vinyls","honky tonk vinyls",1,"other",""
"bar pop-up","bar pop up",1,"other",""
"observational comedy","observational comedy",1,"other",""
"asheville music venue","asheville music venue",1,"other",""
"professional comedian","professional comedian",1,"other",""
"netflix special","netflix special",1,"other",""
"80s music","80s music",1,"other",""
"90s music","90s music",1,"other",""
"seasonal gardening","seasonal gardening",1,"other",""
"vegetable garden","vegetable garden",1,"other",""
"crop rotation","crop rotation",1,"other",""
"seeding and transplanting","seeding and transplanting",1,"other",""
"devotional singing","devotional singing",1,"other",""
"recreational volleyball","recreational volleyball",1,"other",""
"new material comedy","new material comedy",1,"other",""
"architects-focused","architects focused",1,"other",""
"multi-day festival","multi day festival",1,"other",""
"workshops","workshops",1,"other",""
"sultry vocals","sultry vocals",1,"other",""
"art exploration","art exploration",1,"other",""
"asheville art museum","asheville art museum",1,"other",""
"no reservation needed","no reservation needed",1,"other",""
"deck study","deck study",1,"other",""
"current events trivia","current events trivia",1,"other",""
"music trivia","music trivia",1,"other",""
"session-style","session style",1,"other",""
"pub-acoustic","pub acoustic",1,"other",""
"cantonese cuisine","cantonese cuisine",1,"other",""
"intimate dinner","intimate dinner",1,"other",""
"chef collaboration","chef collaboration",1,"other",""
"local restaurant","local restaurant",1,"other",""
"film discussion","film discussion",1,"other",""
"groundhog day","groundhog day",1,"other",""
"philosophical","philosophical",1,"other",""
"cozy vibe","cozy vibe",1,"other",""
"small-business finance","small business finance",1,"other",""
"hot-seat challenge","hot seat challenge",1,"other",""
"meditation circle","meditation circle",1,"other",""
"mediation","mediation",1,"other",""
"civil superior court","civil superior court",1,"other",""
"40-hour training","40 hour training",1,"other",""
"nc dispute resolution commission approved","nc dispute resolution commission approved",1,"other",""
"st patrick's day","st patrick's day",1,"other",""
"music center venue","music center venue",1,"other",""
"kids activities","kids activities",1,"other",""
"arctic animals theme","arctic animals theme",1,"other",""
"guest dj fiddlehead","guest dj fiddlehead",1,"other",""
"gong meditation","gong meditation",1,"other",""
"retro lounge vibe","retro lounge vibe",1,"other",""
"countdown parties","countdown parties",1,"other",""
"cocktail-focused","cocktail focused",1,"other",""
"competitive trivia","competitive trivia",1,"other",""
"prize awarded","prize awarded",1,"other",""
"guided session","guided session",1,"other",""
"dancefloor","dancefloor",1,"other",""
"crystals","crystals",1,"other",""
"women's book club","women's book club",1,"other",""
"southern mystery","southern mystery",1,"other",""
"evening meetup","evening meetup",1,"other",""
"ambient","ambient",1,"other",""
"bring-blankets","bring blankets",1,"other",""
"religious architecture","religious architecture",1,"other",""
"adaptive reuse","adaptive reuse",1,"other",""
"moderated panel","moderated panel",1,"other",""
"heritage stewardship","heritage stewardship",1,"other",""
"weekday morning","weekday morning",1,"other",""
"social bike ride","social bike ride",1,"other",""
"mixed surfaces","mixed surfaces",1,"other",""
"no-drop","no drop",1,"other",""
"weekend entertainment","weekend entertainment",1,"other",""
"phone-based","phone based",1,"other",""
"expressive writing","expressive writing",1,"other",""
"morning ritual","morning ritual",1,"other",""
"group therapy","group therapy",1,"other",""
"yoga basics","yoga basics",1,"other",""
"gentle pace","gentle pace",1,"other",""
"75-minute class","75 minute class",1,"other",""
"mosaic art","mosaic art",1,"other",""
"diy project","diy project",1,"other",""
"rhythm and blues","rhythm and blues",1,"other",""
"60s-80s music","60s 80s music",1,"other",""
"low-impact","low impact",1,"other",""
"smooth jazz","smooth jazz",1,"other",""
"afternoon","afternoon",1,"other",""
"darts","darts",1,"other",""
"casual hangout","casual hangout",1,"other",""
"pub-food","pub food",1,"other",""
"teen friendly","teen friendly",1,"other",""
"cat lovers","cat lovers",1,"other",""
"gail and brian mccarthy collection","gail and brian mccarthy collection",1,"other",""
"celtic folk","celtic folk",1,"other",""
"bonsai","bonsai",1,"other",""
"plant-care","plant care",1,"other",""
"north asheville","north asheville",1,"other",""
"dance lessons","dance lessons",1,"other",""
"sapphic","sapphic",1,"other",""
"queer-book-discussion","queer book discussion",1,"other",""
"romance-novel","romance novel",1,"other",""
"local businesses","local businesses",1,"other",""
"free groceries","free groceries",1,"other",""
"food pantry","food pantry",1,"other",""
"ymca partnership","ymca partnership",1,"other",""
"community assistance","community assistance",1,"other",""
"acoustic guitar","acoustic guitar",1,"other",""
"duo performance","duo performance",1,"other",""
"crafting supplies provided","crafting supplies provided",1,"other",""
"baby-care","baby care",1,"other",""
"partner-friendly","partner friendly",1,"other",""
"restorative-meditation","restorative meditation",1,"other",""
"social drinking","social drinking",1,"other",""
"burial beer co event","burial beer co event",1,"other",""
"chakra-alignment","chakra alignment",1,"other",""
"social support","social support",1,"other",""
"series","series",1,"other",""
"folk session","folk session",1,"other",""
"new year's eve event","new year's eve event",1,"other",""
"kimmel arena event","kimmel arena event",1,"other",""
"spiritual cleansing","spiritual cleansing",1,"other",""
"temple venue","temple venue",1,"other",""
"intellectual fun","intellectual fun",1,"other",""
"bilingual-english-spanish","bilingual english spanish",1,"other",""
"mini retreat","mini retreat",1,"other",""
"marketing fundamentals","marketing fundamentals",1,"other",""
"drumming","drumming",1,"other",""
"participatory event","participatory event",1,"other",""
"smoke cleansing ritual","smoke cleansing ritual",1,"other",""
"buddhist center venue","buddhist center venue",1,"other",""
"skate shop","skate shop",1,"other",""
"eclectic themes","eclectic themes",1,"other",""
"historic brewery","historic brewery",1,"other",""
"anti-comedy","anti comedy",1,"other",""
"character-comedy","character comedy",1,"other",""
"holistic","holistic",1,"other",""
"transformation","transformation",1,"other",""
"after-school","after school",1,"other",""
"mutants and masterminds","mutants and masterminds",1,"other",""
"phish-covers","phish covers",1,"other",""
"widespread-panic-covers","widespread panic covers",1,"other",""
"pacific northwest theme","pacific northwest theme",1,"other",""
"chakra clearing","chakra clearing",1,"other",""
"gentle therapeutic","gentle therapeutic",1,"other",""
"city exploration","city exploration",1,"other",""
"puzzle-solving","puzzle solving",1,"other",""
"synthesis","synthesis",1,"other",""
"music-production","music production",1,"other",""
"dispensary event","dispensary event",1,"other",""
"loud music","loud music",1,"other",""
"imaxx productions","imaxx productions",1,"other",""
"beginner workshop","beginner workshop",1,"other",""
"adult class","adult class",1,"other",""
"introductory course","introductory course",1,"other",""
"genre-less","genre less",1,"other",""
"timed writing sprints","timed writing sprints",1,"other",""
"solo agers","solo agers",1,"other",""
"meadmaking","meadmaking",1,"other",""
"beverage making","beverage making",1,"other",""
"weaverville nc","weaverville nc",1,"other",""
"online tai chi","online tai chi",1,"other",""
"beginner tai chi","beginner tai chi",1,"other",""
"health and wellness","health and wellness",1,"other",""
"virtual class","virtual class",1,"other",""
"shakespeare","shakespeare",1,"other",""
"classical adaptation","classical adaptation",1,"other",""
"touring professional company","touring professional company",1,"other",""
"preshow discussion","preshow discussion",1,"other",""
"music and magic","music and magic",1,"other",""
"alternating-weekly","alternating weekly",1,"other",""
"large-scale light show","large scale light show",1,"other",""
"cider bar","cider bar",1,"other",""
"prizes offered","prizes offered",1,"other",""
"relationship workshop","relationship workshop",1,"other",""
"toxic relationships","toxic relationships",1,"other",""
"self-awareness","self awareness",1,"other",""
"emotional healing","emotional healing",1,"other",""
"group coaching","group coaching",1,"other",""
"reggae music","reggae music",1,"other",""
"sliding scale entry","sliding scale entry",1,"other",""
"ballroom dancing","ballroom dancing",1,"other",""
"couples activity","couples activity",1,"other",""
"creative reuse","creative reuse",1,"other",""
"fabric art","fabric art",1,"other",""
"community art project","community art project",1,"other",""
"space-ambient","space ambient",1,"other",""
"peer-supported","peer supported",1,"other",""
"grammy-winning artists","grammy winning artists",1,"other",""
"the grey eagle","the grey eagle",1,"other",""
"wax carving workshop","wax carving workshop",1,"other",""
"Friday the 13th","friday the 13th",1,"other",""
"casting techniques","casting techniques",1,"other",""
"artistic creation","artistic creation",1,"other",""
"nonbelievers welcome","nonbelievers welcome",1,"other",""
"gothic theme","gothic theme",1,"other",""
"affordable","affordable",1,"other",""
"classic literature adaptation","classic literature adaptation",1,"other",""
"historical drama","historical drama",1,"other",""
"stage play","stage play",1,"other",""
"peaceful retreat","peaceful retreat",1,"other",""
"empowerment","empowerment",1,"other",""
"moving meditation","moving meditation",1,"other",""
"guided movement","guided movement",1,"other",""
"recreation center","recreation center",1,"other",""
"16+ activity","16+ activity",1,"other",""
"steely dan covers","steely dan covers",1,"other",""
"michael mcdonald covers","michael mcdonald covers",1,"other",""
"irish-trad","irish trad",1,"other",""
"national-comedian","national comedian",1,"other",""
"corey-ryan-forrester","corey ryan forrester",1,"other",""
"bakery","bakery",1,"other",""
"covered-outdoor-seating","covered outdoor seating",1,"other",""
"casual-community-gathering","casual community gathering",1,"other",""
"urban sketching","urban sketching",1,"other",""
"live animal models","live animal models",1,"other",""
"indoor community room","indoor community room",1,"other",""
"adoption spotlight","adoption spotlight",1,"other",""
"running club","running club",1,"other",""
"hill workout","hill workout",1,"other",""
"post-run drinks","post run drinks",1,"other",""
"winter running","winter running",1,"other",""
"youth theater","youth theater",1,"other",""
"costume-heavy","costume heavy",1,"other",""
"resolution setting","resolution setting",1,"other",""
"wish jar","wish jar",1,"other",""
"toddler","toddler",1,"other",""
"ages 18 months to 3 years","ages 18 months to 3 years",1,"other",""
"interactive songs","interactive songs",1,"other",""
"impractical jokers","impractical jokers",1,"other",""
"tv personality","tv personality",1,"other",""
"arena game","arena game",1,"other",""
"adult recreational","adult recreational",1,"other",""
"lounge vibes","lounge vibes",1,"other",""
"jazz and motown","jazz and motown",1,"other",""
"off-menu cocktails","off menu cocktails",1,"other",""
"drop-in meetup","drop in meetup",1,"other",""
"sci-fi-horror","sci fi horror",1,"other",""
"compassion training","compassion training",1,"other",""
"healing circle","healing circle",1,"other",""
"blues-rock-funk-reggae","blues rock funk reggae",1,"other",""
"psychic-readings","psychic readings",1,"other",""
"trail run","trail run",1,"other",""
"hash house harriers","hash house harriers",1,"other",""
"beer afterparty","beer afterparty",1,"other",""
"hilly terrain","hilly terrain",1,"other",""
"philosophy","philosophy",1,"other",""
"spirituality","spirituality",1,"other",""
"beer dinner","beer dinner",1,"other",""
"food pairing","food pairing",1,"other",""
"disco-funk","disco funk",1,"other",""
"psychedelic visuals","psychedelic visuals",1,"other",""
"jam-band improv","jam band improv",1,"other",""
"local supergroup","local supergroup",1,"other",""
"popup","popup",1,"other",""
"interpersonal connection","interpersonal connection",1,"other",""
"collection-focused","collection focused",1,"other",""
"rotating-exhibits","rotating exhibits",1,"other",""
"women's conference","women's conference",1,"other",""
"christian","christian",1,"other",""
"multiple activities","multiple activities",1,"other",""
"multi-day workshop","multi day workshop",1,"other",""
"folk-tales","folk tales",1,"other",""
"oral-traditions","oral traditions",1,"other",""
"earth-wisdom","earth wisdom",1,"other",""
"school-auditorium","school auditorium",1,"other",""
"hi-wire south slope","hi wire south slope",1,"other",""
"urban planning","urban planning",1,"other",""
"riverfront redevelopment","riverfront redevelopment",1,"other",""
"virtual engagement","virtual engagement",1,"other",""
"planning commission","planning commission",1,"other",""
"stroke survivors","stroke survivors",1,"other",""
"caregivers welcome","caregivers welcome",1,"other",""
"hybrid (zoom + in-person)","hybrid (zoom + in person)",1,"other",""
"global audience","global audience",1,"other",""
"multi-language","multi language",1,"other",""
"interpersonal skills","interpersonal skills",1,"other",""
"mental wellness focus","mental wellness focus",1,"other",""
"structured conversations","structured conversations",1,"other",""
"monogamy-focused","monogamy focused",1,"other",""
"coworking venue","coworking venue",1,"other",""
"drink-and-draw","drink and draw",1,"other",""
"museum café","museum café",1,"other",""
"social sketching","social sketching",1,"other",""
"weekday-classroom","weekday classroom",1,"other",""
"movie-dub","movie dub",1,"other",""
"dolly parton tribute","dolly parton tribute",1,"other",""
"local artists showcase","local artists showcase",1,"other",""
"female vocalists","female vocalists",1,"other",""
"guest dj","guest dj",1,"other",""
"intentional container","intentional container",1,"other",""
"community school venue","community school venue",1,"other",""
"bi-monthly book club","bi monthly book club",1,"other",""
"snowman craft","snowman craft",1,"other",""
"kid-friendly","kid friendly",1,"other",""
"restaurant-hosted","restaurant hosted",1,"other",""
"weekly meetings","weekly meetings",1,"other",""
"no-preparation","no preparation",1,"other",""
"dinner-and-show","dinner and show",1,"other",""
"tacos","tacos",1,"other",""
"standing-room","standing room",1,"other",""
"binocular basics","binocular basics",1,"other",""
"guided nature walk","guided nature walk",1,"other",""
"field identification","field identification",1,"other",""
"advanced-level-option","advanced level option",1,"other",""
"tv comedian","tv comedian",1,"other",""
"optimistic humor","optimistic humor",1,"other",""
"riddle round","riddle round",1,"other",""
"dm-supported","dm supported",1,"other",""
"kid zone","kid zone",1,"other",""
"pregame ball drop","pregame ball drop",1,"other",""
"jazz jam","jazz jam",1,"other",""
"informal jam","informal jam",1,"other",""
"first thursday","first thursday",1,"other",""
"guided art-making","guided art making",1,"other",""
"creative self-inquiry","creative self inquiry",1,"other",""
"marketing course","marketing course",1,"other",""
"6-week series","6 week series",1,"other",""
"rotating weekly series","rotating weekly series",1,"other",""
"rotating guest hosts","rotating guest hosts",1,"other",""
"political fiction","political fiction",1,"other",""
"adult literature","adult literature",1,"other",""
"neptune spins","neptune spins",1,"other",""
"nye","nye",1,"other",""
"appalachian-inspired","appalachian inspired",1,"other",""
"seasonal winter menu","seasonal winter menu",1,"other",""
"reservations recommended","reservations recommended",1,"other",""
"paired dinners","paired dinners",1,"other",""
"conversation-focused","conversation focused",1,"other",""
"restaurant meetup","restaurant meetup",1,"other",""
"singles-friendly","singles friendly",1,"other",""
"moms","moms",1,"other",""
"cafes","cafes",1,"other",""
"breakfast pastries","breakfast pastries",1,"other",""
"ai","ai",1,"other",""
"non-technical friendly","non technical friendly",1,"other",""
"entrepreneur-focused","entrepreneur focused",1,"other",""
"mediterranean","mediterranean",1,"other",""
"fine dining","fine dining",1,"other",""
"four-course","four course",1,"other",""
"parking available","parking available",1,"other",""
"write-your-own-question","write your own question",1,"other",""
"vision boarding","vision boarding",1,"other",""
"music and crafting","music and crafting",1,"other",""
"hatha yoga","hatha yoga",1,"other",""
"free-beer-tokens","free beer tokens",1,"other",""
"tableau","tableau",1,"other",""
"data-visualization","data visualization",1,"other",""
"business-intelligence","business intelligence",1,"other",""
"certification-training","certification training",1,"other",""
"silent sitting","silent sitting",1,"other",""
"facilitated-connection","facilitated connection",1,"other",""
"massage","massage",1,"other",""
"group healing","group healing",1,"other",""
"intimate circle","intimate circle",1,"other",""
"eclectic","eclectic",1,"other",""
"kittredge arts center","kittredge arts center",1,"other",""
"motivational-speaking","motivational speaking",1,"other",""
"behavior-change","behavior change",1,"other",""
"free-lunch","free lunch",1,"other",""
"workplace-wellness","workplace wellness",1,"other",""
"folk-blues","folk blues",1,"other",""
"mid-size music venue","mid size music venue",1,"other",""
"chess tournament","chess tournament",1,"other",""
"US Chess Federation","us chess federation",1,"other",""
"competitive gaming","competitive gaming",1,"other",""
"process-improvement","process improvement",1,"other",""
"curated show","curated show",1,"other",""
"tavern venue","tavern venue",1,"other",""
"sip-and-craft","sip and craft",1,"other",""
"social painting","social painting",1,"other",""
"1/3/6 miles","1/3/6 miles",1,"other",""
"greenway routes","greenway routes",1,"other",""
"soccer tennis","soccer tennis",1,"other",""
"hour-long individual work","hour long individual work",1,"other",""
"crypto","crypto",1,"other",""
"blockchain","blockchain",1,"other",""
"speaker-series","speaker series",1,"other",""
"flower delivery","flower delivery",1,"other",""
"recycled-flower arrangements","recycled flower arrangements",1,"other",""
"healthcare-facility visits","healthcare facility visits",1,"other",""
"dharma discussion","dharma discussion",1,"other",""
"big ten","big ten",1,"other",""
"michigan football","michigan football",1,"other",""
"charity service","charity service",1,"other",""
"country-and-hip-hop","country and hip hop",1,"other",""
"brunch-social","brunch social",1,"other",""
"healing instruments","healing instruments",1,"other",""
"atheism","atheism",1,"other",""
"earthfare venue","earthfare venue",1,"other",""
"montreat","montreat",1,"other",""
"moderate","moderate",1,"other",""
"5.3-5.5 miles","5.3 5.5 miles",1,"other",""
"1100 ft gain","1100 ft gain",1,"other",""
"pub crawl","pub crawl",1,"other",""
"discounted tickets","discounted tickets",1,"other",""
"champagne tasting","champagne tasting",1,"other",""
"grower champagnes","grower champagnes",1,"other",""
"sparkling wine specials","sparkling wine specials",1,"other",""
"food pairings","food pairings",1,"other",""
"tasting bar","tasting bar",1,"other",""
"dj-early-set","dj early set",1,"other",""
"velvet-and-masks","velvet and masks",1,"other",""
"writing sprints","writing sprints",1,"other",""
"opera","opera",1,"other",""
"artist residency","artist residency",1,"other",""
"public-space-venue","public space venue",1,"other",""
"thirsty thursday","thirsty thursday",1,"other",""
"giveaway","giveaway",1,"other",""
"celtic-session","celtic session",1,"other",""
"evening showcase","evening showcase",1,"other",""
"symphony concert","symphony concert",1,"other",""
"grammy artist","grammy artist",1,"other",""
"chakra","chakra",1,"other",""
"mythical creatures","mythical creatures",1,"other",""
"dynamic vinyasa","dynamic vinyasa",1,"other",""
"pashupa","pashupa",1,"other",""
"open-to-observers","open to observers",1,"other",""
"costume party","costume party",1,"other",""
"birthday celebration","birthday celebration",1,"other",""
"haunting female vocals","haunting female vocals",1,"other",""
"double-bass mandolin guitar","double bass mandolin guitar",1,"other",""
"free attendance","free attendance",1,"other",""
"pub-style","pub style",1,"other",""
"community-class","community class",1,"other",""
"amerihealth caritas","amerihealth caritas",1,"other",""
"bar band","bar band",1,"other",""
"baritone sax","baritone sax",1,"other",""
"acoustic pop","acoustic pop",1,"other",""
"8-member band","8 member band",1,"other",""
"casual sing-alongs","casual sing alongs",1,"other",""
"urban dharma venue","urban dharma venue",1,"other",""
"breath-and-alignment","breath and alignment",1,"other",""
"dice-format","dice format",1,"other",""
"rotating-set-times","rotating set times",1,"other",""
"tasting-room","tasting room",1,"other",""
"jazz funk fusion","jazz funk fusion",1,"other",""
"japanese language","japanese language",1,"other",""
"timed sessions","timed sessions",1,"other",""
"free class","free class",1,"other",""
"casual open-play","casual open play",1,"other",""
"kalimba","kalimba",1,"other",""
"world music","world music",1,"other",""
"friday special","friday special",1,"other",""
"21+ friendly","21+ friendly",1,"other",""
"illuminated-walk","illuminated walk",1,"other",""
"winery-night-experience","winery night experience",1,"other",""
"lo-fi","lo fi",1,"other",""
"soft rock","soft rock",1,"other",""
"hip-hop line dance","hip hop line dance",1,"other",""
"bonfire","bonfire",1,"other",""
"smores","smores",1,"other",""
"nonalcoholic drinks","nonalcoholic drinks",1,"other",""
"cozy vibes","cozy vibes",1,"other",""
"bring your own games allowed","bring your own games allowed",1,"other",""
"mobile library","mobile library",1,"other",""
"public library outreach","public library outreach",1,"other",""
"breakfast meetup","breakfast meetup",1,"other",""
"bring-business-cards","bring business cards",1,"other",""
"restaurant promotion","restaurant promotion",1,"other",""
"mystery coupon","mystery coupon",1,"other",""
"oyster bar","oyster bar",1,"other",""
"dine-in","dine in",1,"other",""
"holiday promotion","holiday promotion",1,"other",""
"no partner needed","no partner needed",1,"other",""
"plants and flowers","plants and flowers",1,"other",""
"apres-ski-theme","apres ski theme",1,"other",""
"cocktail-included","cocktail included",1,"other",""
"hard rock covers","hard rock covers",1,"other",""
"veteran musicians","veteran musicians",1,"other",""
"foundational skills","foundational skills",1,"other",""
"cohort learning","cohort learning",1,"other",""
"folk rock covers","folk rock covers",1,"other",""
"improv workshop","improv workshop",1,"other",""
"acting workshop","acting workshop",1,"other",""
"villain work","villain work",1,"other",""
"heel turns","heel turns",1,"other",""
"intermediate-advanced","intermediate advanced",1,"other",""
"tabletop games","tabletop games",1,"other",""
"80s soft rock","80s soft rock",1,"other",""
"book-lending","book lending",1,"other",""
"park-stop","park stop",1,"other",""
"holiday lights display","holiday lights display",1,"other",""
"romantic vibe","romantic vibe",1,"other",""
"multi-week event","multi week event",1,"other",""
"visions tour","visions tour",1,"other",""
"reggae fusion","reggae fusion",1,"other",""
"major venue","major venue",1,"other",""
"doom metal","doom metal",1,"other",""
"slow flow","slow flow",1,"other",""
"alignment-focused","alignment focused",1,"other",""
"storyslam","storyslam",1,"other",""
"first-timers-prioritized","first timers prioritized",1,"other",""
"personal-storytelling","personal storytelling",1,"other",""
"five-minute-sets","five minute sets",1,"other",""
"tribute concert","tribute concert",1,"other",""
"the beatles","the beatles",1,"other",""
"new year's eve day","new year's eve day",1,"other",""
"lunch service","lunch service",1,"other",""
"music","music",1,"other",""
"free service","free service",1,"other",""
"reading","reading",1,"other",""
"literacy","literacy",1,"other",""
"evening outdoor","evening outdoor",1,"other",""
"artisan fair","artisan fair",1,"other",""
"gift shopping","gift shopping",1,"other",""
"roaring twenties","roaring twenties",1,"other",""
"gatsby-style","gatsby style",1,"other",""
"dj dance party","dj dance party",1,"other",""
"themed cocktails","themed cocktails",1,"other",""
"soul-funk-pop","soul funk pop",1,"other",""
"female lead vocalist","female lead vocalist",1,"other",""
"salt cave","salt cave",1,"other",""
"manifestation","manifestation",1,"other",""
"optional-food-drink","optional food drink",1,"other",""
"lighthearted banter","lighthearted banter",1,"other",""
"douglas d ellington","douglas d ellington",1,"other",""
"trivia competition","trivia competition",1,"other",""
"asheville musician","asheville musician",1,"other",""
"online support group","online support group",1,"other",""
"spiritual abuse recovery","spiritual abuse recovery",1,"other",""
"free lending","free lending",1,"other",""
"cidery venue","cidery venue",1,"other",""
"library service","library service",1,"other",""
"flicking dexterity","flicking dexterity",1,"other",""
"dj mtn vibez","dj mtn vibez",1,"other",""
"jonathan larson","jonathan larson",1,"other",""
"community theatre","community theatre",1,"other",""
"sitting-and-walking","sitting and walking",1,"other",""
"dana-donation","dana donation",1,"other",""
"weekly prizes","weekly prizes",1,"other",""
"taproom brewery","taproom brewery",1,"other",""
"sheng wang","sheng wang",1,"other",""
"stroke support","stroke support",1,"other",""
"secular","secular",1,"other",""
"grocery store venue","grocery store venue",1,"other",""
"youth musical","youth musical",1,"other",""
"elaborate costumes","elaborate costumes",1,"other",""
"narcan training","narcan training",1,"other",""
"public health","public health",1,"other",""
"animal and mythological art","animal and mythological art",1,"other",""
"stout festival","stout festival",1,"other",""
"dark beers","dark beers",1,"other",""
"brewer pancake breakfast","brewer pancake breakfast",1,"other",""
"annual tradition","annual tradition",1,"other",""
"to-go special","to go special",1,"other",""
"pitcher specials","pitcher specials",1,"other",""
"rotating taps","rotating taps",1,"other",""
"brewery takeout","brewery takeout",1,"other",""
"early-country","early country",1,"other",""
"lively","lively",1,"other",""
"baby","baby",1,"other",""
"grassroots","grassroots",1,"other",""
"60s-80s covers","60s 80s covers",1,"other",""
"open circle","open circle",1,"other",""
"interactive game","interactive game",1,"other",""
"clean comedy","clean comedy",1,"other",""
"unique flavors","unique flavors",1,"other",""
"food focused","food focused",1,"other",""
"street market","street market",1,"other",""
"music festival adjacent","music festival adjacent",1,"other",""
"fan gathering","fan gathering",1,"other",""
"jam-formed band","jam formed band",1,"other",""
"holistic practices","holistic practices",1,"other",""
"group meeting","group meeting",1,"other",""
"hendersonville nc","hendersonville nc",1,"other",""
"new year theme","new year theme",1,"other",""
"age-specific","age specific",1,"other",""
"bluegrass adjacent","bluegrass adjacent",1,"other",""
"community event","community event",1,"other",""
"brain teasers","brain teasers",1,"other",""
"dumashe trivia","dumashe trivia",1,"other",""
"large venue","large venue",1,"other",""
"cantonese","cantonese",1,"other",""
"chef-led","chef led",1,"other",""
"wine-paired","wine paired",1,"other",""
"limited-seating","limited seating",1,"other",""
"interactive sculpture","interactive sculpture",1,"other",""
"wood-and-found-materials","wood and found materials",1,"other",""
"wednesday night","wednesday night",1,"other",""
"singing event","singing event",1,"other",""
"weekday mornings","weekday mornings",1,"other",""
"turntable-friendly","turntable friendly",1,"other",""
"drop-in-djs","drop in djs",1,"other",""
"shared bottles","shared bottles",1,"other",""
"surrealism","surrealism",1,"other",""
"artist-salon","artist salon",1,"other",""
"brainstorming","brainstorming",1,"other",""
"participatory-theater","participatory theater",1,"other",""
"heavy rock","heavy rock",1,"other",""
"bar/club show","bar/club show",1,"other",""
"casual performers","casual performers",1,"other",""
"hiv/aids themes","hiv/aids themes",1,"other",""
"advisory board","advisory board",1,"other",""
"noise regulation","noise regulation",1,"other",""
"municipal","municipal",1,"other",""
"casual bar","casual bar",1,"other",""
"mindful experience","mindful experience",1,"other",""
"art appreciation","art appreciation",1,"other",""
"guided activity","guided activity",1,"other",""
"friday evening","friday evening",1,"other",""
"blackberry smoke frontman","blackberry smoke frontman",1,"other",""
"lead vocalist/guitarist","lead vocalist/guitarist",1,"other",""
"intimate bar performance","intimate bar performance",1,"other",""
"folk-americana","folk americana",1,"other",""
"solo singer-songwriter","solo singer songwriter",1,"other",""
"non-believer meetup","non believer meetup",1,"other",""
"atheist group","atheist group",1,"other",""
"casual conversation","casual conversation",1,"other",""
"health food store cafe","health food store cafe",1,"other",""
"morning gathering","morning gathering",1,"other",""
"cbap","cbap",1,"other",""
"business analysis","business analysis",1,"other",""
"classroom bootcamp","classroom bootcamp",1,"other",""
"true crime","true crime",1,"other",""
"historical storytelling","historical storytelling",1,"other",""
"after-dark","after dark",1,"other",""
"cushions-provided","cushions provided",1,"other",""
"low-cost","low cost",1,"other",""
"cat neuter","cat neuter",1,"other",""
"male cats only","male cats only",1,"other",""
"spay neuter clinic","spay neuter clinic",1,"other",""
"appointment required","appointment required",1,"other",""
"20s-40s social","20s 40s social",1,"other",""
"wax carving","wax carving",1,"other",""
"bronze casting","bronze casting",1,"other",""
"valentines workshop","valentines workshop",1,"other",""
"couples-friendly","couples friendly",1,"other",""
"halftime k9s in flight","halftime k9s in flight",1,"other",""
"pokemon-tcg","pokemon tcg",1,"other",""
"trading-cards","trading cards",1,"other",""
"buy-sell-trade","buy sell trade",1,"other",""
"local goods","local goods",1,"other",""
"bookbinding","bookbinding",1,"other",""
"paper art","paper art",1,"other",""
"journal-making","journal making",1,"other",""
"film score","film score",1,"other",""
"classical crossover","classical crossover",1,"other",""
"orchestral arrangements","orchestral arrangements",1,"other",""
"fiber art","fiber art",1,"other",""
"black mountain college history","black mountain college history",1,"other",""
